#    lam  spec.e spec.sa spec.sb spec.sd  spec.ir
#
4107.060 0.73685 0.81730 0.87051 0.88332 0.85036
4108.010 0.75172 0.83277 0.88692 0.90458 0.85839
4108.950 0.76113 0.84349 0.89922 0.92262 0.88354
4109.900 0.76216 0.84648 0.90433 0.93361 0.90294
4110.850 0.76256 0.84891 0.90896 0.94420 0.91874
4111.790 0.76586 0.85495 0.91795 0.96159 0.94392
4112.740 0.77370 0.86231 0.92500 0.96924 0.95123
4113.690 0.78155 0.87308 0.93901 0.99307 0.98767
4114.640 0.79328 0.88637 0.95418 1.01511 1.01111
4115.580 0.80434 0.89698 0.96457 1.02681 1.02230
4116.530 0.80593 0.90004 0.96927 1.03619 1.04278
4117.480 0.80233 0.89631 0.96539 1.03162 1.03865
4118.430 0.79552 0.89138 0.96237 1.03270 1.04069
4119.380 0.78922 0.88447 0.95475 1.02252 1.03313
4120.320 0.78217 0.87743 0.94766 1.01442 1.02194
4121.270 0.78230 0.87737 0.94746 1.01409 1.02408
4122.220 0.78313 0.87990 0.95185 1.02364 1.04631
4123.170 0.78826 0.88548 0.95802 1.03235 1.05489
4124.120 0.79405 0.89110 0.96363 1.03904 1.06363
4125.070 0.79363 0.89323 0.96846 1.05104 1.08240
4126.020 0.79554 0.89536 0.97092 1.05484 1.08686
4126.970 0.79428 0.89334 0.96814 1.05010 1.07775
4127.920 0.78679 0.88620 0.96130 1.04310 1.06981
4128.870 0.77442 0.87447 0.95007 1.03153 1.06402
4129.820 0.76546 0.86567 0.94134 1.02184 1.05423
4130.770 0.75504 0.85683 0.93402 1.01710 1.05389
4131.720 0.74404 0.84775 0.92681 1.01329 1.05507
4132.680 0.73722 0.84150 0.92111 1.00819 1.05676
4133.630 0.73900 0.84367 0.92377 1.01261 1.06193
4134.580 0.74734 0.85289 0.93412 1.02736 1.07557
4135.530 0.76222 0.86682 0.94735 1.04129 1.09741
4136.480 0.78055 0.88610 0.96801 1.06853 1.12581
4137.440 0.79501 0.90015 0.98193 1.08453 1.14550
4138.390 0.80619 0.90883 0.98823 1.08659 1.14060
4139.340 0.80961 0.91232 0.99192 1.09152 1.13972
4140.300 0.80320 0.90834 0.99043 1.09574 1.15731
4141.250 0.79029 0.89530 0.97708 1.07984 1.14196
4142.200 0.76934 0.87628 0.95978 1.06404 1.12612
4143.160 0.74580 0.85249 0.93539 1.03473 1.10341
4144.110 0.72995 0.83539 0.91676 1.00997 1.07979
4145.070 0.72928 0.83451 0.91570 1.00854 1.07306
4146.020 0.73814 0.84540 0.92892 1.02940 1.09644
4146.970 0.75045 0.85941 0.94499 1.05288 1.12805
4147.930 0.76057 0.86815 0.95251 1.05902 1.13343
4148.880 0.76063 0.87023 0.95676 1.06913 1.14907
4149.840 0.75941 0.86922 0.95602 1.06909 1.14846
4150.800 0.75560 0.86565 0.95268 1.06603 1.15154
4151.750 0.74913 0.85832 0.94441 1.05453 1.14004
4152.710 0.74666 0.85759 0.94551 1.06025 1.15351
4153.660 0.74279 0.85370 0.94160 1.05591 1.14263
4154.620 0.73964 0.84831 0.93387 1.04183 1.11968
4155.580 0.73915 0.84768 0.93313 1.04097 1.12296
4156.530 0.74312 0.85072 0.93532 1.04178 1.12564
4157.490 0.75265 0.85949 0.94353 1.05019 1.13118
4158.450 0.76370 0.86896 0.95161 1.05655 1.14045
4159.410 0.77933 0.88239 0.96305 1.06545 1.14208
4160.360 0.79270 0.89523 0.97562 1.07957 1.15349
4161.320 0.80278 0.90286 0.98092 1.08056 1.15068
4162.280 0.81208 0.91011 0.98626 1.08257 1.15126
4163.240 0.81605 0.91255 0.98721 1.08050 1.14782
4164.200 0.81378 0.91200 0.98849 1.08638 1.15726
4165.160 0.80566 0.90649 0.98562 1.08938 1.16578
4166.120 0.79691 0.89734 0.97596 1.07728 1.15466
4167.080 0.78916 0.89098 0.97098 1.07494 1.15853
4168.030 0.77935 0.88162 0.96200 1.06566 1.15197
4168.990 0.77481 0.87753 0.95836 1.06272 1.15333
4169.950 0.77003 0.87534 0.95886 1.06969 1.16667
4170.920 0.76208 0.86672 0.94945 1.05726 1.15321
4171.880 0.74683 0.85011 0.93123 1.03274 1.12369
4172.840 0.73135 0.83506 0.91642 1.01641 1.10707
4173.800 0.72265 0.82430 0.90343 0.99653 1.08168
4174.760 0.72414 0.82669 0.90683 1.00301 1.09316
4175.720 0.72625 0.83086 0.91328 1.01587 1.11147
4176.680 0.72930 0.83320 0.91499 1.01664 1.11789
4177.640 0.73728 0.84058 0.92193 1.02388 1.12342
4178.610 0.74206 0.84379 0.92364 1.02263 1.11465
4179.570 0.74759 0.84875 0.92816 1.02709 1.12177
4180.530 0.75444 0.85525 0.93448 1.03420 1.13305
4181.490 0.75957 0.86016 0.93931 1.03980 1.13667
4182.460 0.76288 0.86416 0.94415 1.04755 1.14571
4183.420 0.76772 0.86763 0.94634 1.04736 1.14458
4184.380 0.77297 0.87173 0.94939 1.04868 1.14474
4185.350 0.77804 0.87665 0.95429 1.05454 1.14988
4186.310 0.77931 0.87716 0.95410 1.05293 1.14942
4187.270 0.77800 0.87426 0.94958 1.04421 1.13703
4188.240 0.77594 0.86987 0.94278 1.03107 1.11786
4189.200 0.77860 0.87300 0.94651 1.03696 1.12363
4190.170 0.78411 0.87992 0.95507 1.05081 1.14325
4191.130 0.79050 0.88673 0.96249 1.06101 1.15816
4192.100 0.79923 0.89304 0.96648 1.06052 1.14873
4193.060 0.80114 0.89680 0.97228 1.07210 1.16723
4194.030 0.79831 0.89720 0.97608 1.08451 1.19333
4194.990 0.79040 0.88902 0.96753 1.07404 1.18315
4195.960 0.77431 0.87384 0.95311 1.05934 1.17027
4196.930 0.75809 0.85827 0.93801 1.04318 1.15621
4197.890 0.74292 0.84296 0.92237 1.02458 1.13752
4198.860 0.73432 0.83391 0.91277 1.01242 1.12313
4199.830 0.73253 0.83089 0.90849 1.00481 1.10900
4200.790 0.73320 0.83446 0.91517 1.01991 1.13736
4201.760 0.73978 0.83979 0.91938 1.02240 1.13999
4202.730 0.74933 0.84652 0.92338 1.02096 1.12787
4203.700 0.76099 0.85623 0.93133 1.02630 1.12778
4204.660 0.77682 0.86949 0.94223 1.03370 1.13277
4205.630 0.79564 0.88530 0.95530 1.04268 1.13471
4206.600 0.81025 0.90018 0.97077 1.06214 1.16015
4207.570 0.82438 0.91202 0.98053 1.06884 1.16309
4208.540 0.83314 0.91860 0.98503 1.06950 1.15819
4209.510 0.83513 0.92181 0.98963 1.07819 1.17158
4210.480 0.83168 0.91813 0.98572 1.07335 1.16826
4211.450 0.82877 0.91542 0.98325 1.07124 1.16403
4212.420 0.82473 0.91280 0.98212 1.07356 1.17176
4213.390 0.81824 0.90753 0.97808 1.07193 1.17427
4214.360 0.80762 0.89817 0.96992 1.06546 1.16735
4215.330 0.79837 0.88748 0.95765 1.04786 1.14878
4216.300 0.79848 0.88527 0.95307 1.03736 1.13303
4217.270 0.81092 0.89641 0.96314 1.04674 1.14466
4218.240 0.82823 0.91166 0.97661 1.05837 1.14721
4219.210 0.84684 0.92798 0.99091 1.07048 1.15488
4220.180 0.85477 0.93690 1.00109 1.08532 1.17656
4221.160 0.85522 0.93748 1.00188 1.08691 1.18027
4222.130 0.83955 0.92442 0.99134 1.08073 1.18355
4223.100 0.80730 0.89693 0.96836 1.06474 1.17805
4224.070 0.76837 0.86124 0.93548 1.03339 1.15289
4225.050 0.72259 0.82128 0.90089 1.00598 1.14239
4226.020 0.68578 0.78610 0.86687 0.96955 1.11045
4226.990 0.66846 0.76814 0.84801 0.94589 1.07819
4227.960 0.67344 0.77388 0.85471 0.95602 1.09706
4228.940 0.70261 0.80181 0.88190 0.98594 1.12835
4229.910 0.74277 0.84079 0.92041 1.02952 1.17178
4230.890 0.78021 0.87454 0.95103 1.05785 1.19137
4231.860 0.80540 0.89572 0.96850 1.06973 1.19118
4232.840 0.81449 0.90102 0.97007 1.06316 1.17833
4233.810 0.81523 0.89704 0.96126 1.04206 1.14382
4234.780 0.80812 0.89001 0.95426 1.03424 1.13646
4235.760 0.79942 0.88125 0.94537 1.02385 1.12941
4236.740 0.79828 0.88044 0.94496 1.02449 1.12758
4237.710 0.79877 0.88125 0.94619 1.02705 1.12805
4238.690 0.80207 0.88352 0.94751 1.02660 1.13044
4239.660 0.81229 0.89194 0.95431 1.03088 1.12840
4240.640 0.82586 0.90493 0.96701 1.04506 1.14617
4241.620 0.84045 0.91701 0.97677 1.05119 1.14437
4242.590 0.85807 0.93178 0.98896 1.05952 1.14621
4243.570 0.87118 0.94376 1.00004 1.07045 1.15766
4244.550 0.88010 0.95119 1.00614 1.07463 1.15979
4245.520 0.87982 0.95057 1.00525 1.07315 1.16330
4246.500 0.87034 0.94182 0.99718 1.06554 1.15255
4247.480 0.85446 0.92717 0.98362 1.05256 1.13853
4248.460 0.83226 0.90548 0.96217 1.02850 1.11746
4249.440 0.81173 0.88917 0.95000 1.02414 1.12633
4250.420 0.79856 0.87970 0.94425 1.02621 1.13403
4251.390 0.79004 0.87181 0.93695 1.01930 1.12964
4252.370 0.79048 0.87339 0.93983 1.02575 1.14291
4253.350 0.79522 0.87766 0.94376 1.02969 1.14485
4254.330 0.79776 0.87854 0.94303 1.02534 1.13822
4255.310 0.80025 0.87990 0.94333 1.02341 1.13890
4256.290 0.80657 0.88621 0.94983 1.03150 1.14231
4257.270 0.81463 0.89421 0.95799 1.04143 1.15512
4258.250 0.81384 0.89280 0.95599 1.03795 1.14764
4259.230 0.80562 0.88354 0.94558 1.02345 1.13123
4260.210 0.79802 0.87483 0.93568 1.00943 1.11820
4261.190 0.79853 0.87413 0.93379 1.00470 1.11090
4262.180 0.81301 0.88634 0.94397 1.01192 1.11056
4263.160 0.83523 0.90752 0.96452 1.03439 1.13220
4264.140 0.85960 0.93127 0.98812 1.06144 1.16029
4265.120 0.87794 0.94747 1.00249 1.07399 1.17048
4266.100 0.88332 0.95216 1.00663 1.07767 1.17306
4267.090 0.87594 0.94498 0.99961 1.07010 1.16700
4268.070 0.85574 0.92685 0.98340 1.05590 1.15736
4269.050 0.82384 0.89924 0.95982 1.03809 1.15123
4270.030 0.78897 0.86838 0.93264 1.01529 1.14101
4271.020 0.75726 0.83942 0.90610 0.99034 1.11900
4272.000 0.73045 0.81459 0.88298 0.96770 1.09761
4272.980 0.71894 0.80395 0.87312 0.95828 1.09079
4273.970 0.71798 0.80452 0.87536 0.96484 1.10253
4274.950 0.73295 0.81898 0.88963 0.98103 1.11973
4275.940 0.75503 0.83909 0.90815 0.99890 1.12835
4276.920 0.78409 0.86409 0.92949 1.01529 1.14025
4277.910 0.80706 0.88567 0.95010 1.03700 1.16379
4278.890 0.82547 0.90218 0.96503 1.05075 1.17146
4279.880 0.83336 0.90712 0.96711 1.04671 1.15993
4280.860 0.83011 0.90198 0.96003 1.03421 1.14369
4281.850 0.82591 0.89708 0.95442 1.02623 1.13011
4282.840 0.82042 0.89175 0.94923 1.02074 1.12879
4283.820 0.81714 0.88996 0.94905 1.02434 1.13705
4284.810 0.80999 0.88382 0.94393 1.02089 1.13321
4285.790 0.80001 0.87562 0.93752 1.01775 1.14034
4286.780 0.78439 0.86314 0.92815 1.01417 1.14189
4287.770 0.77114 0.85190 0.91888 1.00812 1.14754
4288.760 0.75522 0.83683 0.90451 0.99327 1.13575
4289.740 0.74131 0.82268 0.88997 0.97570 1.11492
4290.730 0.73566 0.81522 0.88059 0.96063 1.09437
4291.720 0.73940 0.81760 0.88172 0.95917 1.08838
4292.710 0.75166 0.82950 0.89354 0.97275 1.10118
4293.700 0.76167 0.84111 0.90709 0.99298 1.12401
4294.690 0.76554 0.84607 0.91336 1.00334 1.13922
4295.670 0.75865 0.83935 0.90678 0.99620 1.13377
4296.660 0.74222 0.82418 0.89276 0.98274 1.12331
4297.650 0.71777 0.80319 0.87506 0.96998 1.11981
4298.640 0.68698 0.77512 0.84941 0.94604 1.10223
4299.630 0.65671 0.74702 0.82315 0.92007 1.08158
4300.620 0.63346 0.72627 0.80472 0.90420 1.06346
4301.610 0.62170 0.71516 0.79418 0.89345 1.05559
4302.600 0.61686 0.71229 0.79338 0.89741 1.07148
4303.590 0.61568 0.71329 0.79675 0.90682 1.07963
4304.590 0.61616 0.71520 0.80025 0.91465 1.09515
4305.580 0.61432 0.71475 0.80132 0.91946 1.10253
4306.570 0.60506 0.70768 0.79649 0.91914 1.11017
4307.560 0.59721 0.69836 0.78560 0.90306 1.09087
4308.550 0.59445 0.69515 0.78194 0.89795 1.08280
4309.540 0.60100 0.69971 0.78465 0.89690 1.07568
4310.540 0.61919 0.71580 0.79894 0.90940 1.08137
4311.530 0.65028 0.74271 0.82212 0.92771 1.09243
4312.520 0.68739 0.77348 0.84699 0.94298 1.09476
4313.520 0.73173 0.80845 0.87301 0.95260 1.08337
4314.510 0.78195 0.84734 0.90101 0.96004 1.06078
4315.500 0.83197 0.88811 0.93305 0.97711 1.05211
4316.500 0.88045 0.92971 0.96839 1.00366 1.06625
4317.490 0.92146 0.96547 0.99945 1.02885 1.08263
4318.480 0.94522 0.98676 1.01868 1.04642 1.09900
4319.480 0.94899 0.98905 1.01958 1.04437 1.09268
4320.470 0.93423 0.97528 1.00669 1.03160 1.07823
4321.470 0.90838 0.95307 0.98797 1.01806 1.07564
4322.460 0.87249 0.92329 0.96405 1.00400 1.07671
4323.460 0.83094 0.88696 0.93258 0.97891 1.06591
4324.450 0.79645 0.85353 0.89978 0.94256 1.03244
4325.450 0.77186 0.82967 0.87635 0.91663 1.00852
4326.450 0.77080 0.82670 0.87147 0.90668 0.99151
4327.440 0.79619 0.84775 0.88853 0.91729 0.98865
4328.440 0.82915 0.87798 0.91656 0.94471 1.01176
4329.440 0.87045 0.91508 0.95008 0.97528 1.02990
4330.430 0.90175 0.93877 0.96645 0.97747 1.01499
4331.430 0.91819 0.94889 0.97034 0.96779 0.99298
4332.430 0.92983 0.95556 0.97213 0.95869 0.96993
4333.430 0.93293 0.95519 0.96829 0.94639 0.94444
4334.420 0.93238 0.95297 0.96441 0.93820 0.93144
4335.420 0.91833 0.93969 0.95181 0.92530 0.92514
4336.420 0.89114 0.91500 0.92936 0.90461 0.91033
4337.420 0.85676 0.88598 0.90548 0.88889 0.90862
4338.420 0.82248 0.86959 0.90732 0.93299 1.01684
4339.420 0.79646 0.88724 0.97032 1.11008 1.41616
4340.420 0.77707 0.92645 1.07065 1.36688 2.16174
4341.420 0.76842 0.94814 1.12408 1.50215 2.73357
4342.420 0.77298 0.92530 1.07278 1.37770 2.54450
4343.420 0.79636 0.88653 0.96946 1.10981 1.82278
4344.420 0.82844 0.87146 0.90568 0.92389 1.19759
4345.420 0.85724 0.88127 0.89621 0.86848 0.93346
4346.420 0.88234 0.90027 0.90936 0.87026 0.88645
4347.420 0.90279 0.92177 0.93242 0.90050 0.90227
4348.420 0.91491 0.93501 0.94713 0.92094 0.91696
4349.420 0.91760 0.94032 0.95535 0.93717 0.94268
4350.420 0.90437 0.92985 0.94766 0.93474 0.94985
4351.420 0.88480 0.91208 0.93155 0.92001 0.93730
4352.430 0.86571 0.89582 0.91803 0.91077 0.93690
4353.430 0.85633 0.89034 0.91659 0.91843 0.94868
4354.430 0.86028 0.89873 0.92978 0.94479 0.98791
4355.430 0.87576 0.91553 0.94835 0.97033 1.02064
4356.440 0.89550 0.93413 0.96621 0.98935 1.03837
4357.440 0.90670 0.94597 0.97902 1.00643 1.06048
4358.440 0.92073 0.95788 0.98906 1.01381 1.05985
4359.450 0.92887 0.96472 0.99478 1.01792 1.06487
4360.450 0.94034 0.97468 1.00348 1.02513 1.06939
4361.450 0.95219 0.98637 1.01533 1.03925 1.09281
4362.460 0.96528 0.99773 1.02522 1.04744 1.13473
4363.460 0.97670 1.00733 1.03322 1.05321 1.20536
4364.470 0.98425 1.01433 1.03991 1.06038 1.26790
4365.470 0.98643 1.01543 1.04001 1.05821 1.22907
4366.480 0.98168 1.01113 1.03622 1.05496 1.16924
4367.480 0.96644 0.99643 1.02192 1.03936 1.10928
4368.490 0.94941 0.97986 1.00566 1.02130 1.06488
4369.500 0.93652 0.97010 0.99905 1.02097 1.06383
4370.500 0.92845 0.96426 0.99553 1.02228 1.07235
4371.510 0.91978 0.95758 0.99089 1.02166 1.07097
4372.520 0.90860 0.94875 0.98446 1.01979 1.07661
4373.520 0.89758 0.93938 0.97674 1.01473 1.07692
4374.530 0.88205 0.92360 0.96055 0.99514 1.05112
4375.540 0.87652 0.91891 0.95674 0.99286 1.05313
4376.540 0.87926 0.92232 0.96102 0.99986 1.06488
4377.550 0.88897 0.93327 0.97355 1.01800 1.08347
4378.560 0.89829 0.94434 0.98674 1.03814 1.10974
4379.570 0.89471 0.94367 0.98916 1.04810 1.12905
4380.580 0.87889 0.92908 0.97571 1.03524 1.11877
4381.590 0.85084 0.90420 0.95378 1.01674 1.10677
4382.600 0.81293 0.87004 0.92302 0.98910 1.08872
4383.600 0.77538 0.83366 0.88734 0.94954 1.05120
4384.610 0.75661 0.81230 0.86306 0.91488 1.00467
4385.620 0.76002 0.81513 0.86545 0.91669 1.00530
4386.630 0.78091 0.83592 0.88662 0.94207 1.03633
4387.640 0.80662 0.86012 0.90980 0.96654 1.05587
4388.650 0.82890 0.87976 0.92717 0.98145 1.06947
4389.660 0.84616 0.89441 0.93952 0.99048 1.06906
4390.680 0.85738 0.90342 0.94652 0.99403 1.06778
4391.690 0.86636 0.91131 0.95354 1.00020 1.07383
4392.700 0.87651 0.91960 0.96018 1.00412 1.07032
4393.710 0.88577 0.92819 0.96834 1.01262 1.07451
4394.720 0.89648 0.93533 0.97205 1.00906 1.05499
4395.730 0.90782 0.94344 0.97709 1.00793 1.05405
4396.750 0.92287 0.95762 0.99075 1.02253 1.06554
4397.760 0.93568 0.96973 1.00246 1.03521 1.07578
4398.770 0.93933 0.97308 1.00567 1.03866 1.08204
4399.780 0.93454 0.96786 1.00005 1.03128 1.06951
4400.800 0.91984 0.95452 0.98800 1.02040 1.05878
4401.810 0.90566 0.94316 0.97947 1.01709 1.06537
4402.820 0.88883 0.92987 0.96972 1.01401 1.07327
4403.840 0.86941 0.91437 0.95811 1.00958 1.07733
4404.850 0.85359 0.89964 0.94436 0.99601 1.06473
4405.870 0.84495 0.89161 0.93694 0.98892 1.06092
4406.880 0.84899 0.89551 0.94088 0.99363 1.06303
4407.900 0.86423 0.90839 0.95168 1.00137 1.06558
4408.910 0.88840 0.92821 0.96749 1.01046 1.06453
4409.930 0.91609 0.95078 0.98530 1.02016 1.06128
4410.940 0.94276 0.97397 1.00543 1.03643 1.07028
4411.960 0.96341 0.99352 1.02430 1.05673 1.08931
4412.970 0.97072 0.99994 1.03004 1.06184 1.09557
4413.990 0.96415 0.99271 1.02212 1.05119 1.08478
4415.010 0.95021 0.97717 1.00481 1.02717 1.05423
4416.020 0.93941 0.96454 0.99020 1.00581 1.02427
4417.040 0.94326 0.96552 0.98835 0.99727 1.00881
4418.060 0.95826 0.97683 0.99619 0.99841 1.00310
4419.070 0.97315 0.99349 1.01507 1.02536 1.03261
4420.090 0.98638 1.00730 1.02985 1.04468 1.05162
4421.110 0.99024 1.01149 1.03457 1.05141 1.06416
4422.130 0.98452 1.00773 1.03288 1.05429 1.07569
4423.150 0.97707 0.99808 1.02092 1.03522 1.04921
4424.170 0.97072 0.99228 1.01573 1.03067 1.04476
4425.180 0.97171 0.99478 1.01994 1.03951 1.05581
4426.200 0.97330 0.99619 1.02131 1.04106 1.05282
4427.220 0.97487 0.99678 1.02102 1.03877 1.04828
4428.240 0.97959 1.00111 1.02516 1.04317 1.05424
4429.260 0.97859 0.99946 1.02292 1.03931 1.04790
4430.280 0.97612 0.99725 1.02108 1.03805 1.04702
4431.300 0.96944 0.99139 1.01608 1.03433 1.05082
4432.320 0.96339 0.98655 1.01252 1.03324 1.05256
4433.340 0.95345 0.97816 1.00572 1.02906 1.05072
4434.360 0.94489 0.96903 0.99597 1.01645 1.03461
4435.390 0.94095 0.96439 0.99064 1.00878 1.02454
4436.410 0.94627 0.96851 0.99373 1.01005 1.02607
4437.430 0.96594 0.98683 1.01109 1.02795 1.03870
4438.450 0.98727 1.00760 1.03177 1.05169 1.06204
4439.470 0.99917 1.02119 1.04747 1.07468 1.09054
4440.490 1.00342 1.02342 1.04777 1.07067 1.08168
4441.520 0.99803 1.01597 1.03819 1.05480 1.06252
4442.540 0.98932 1.00503 1.02490 1.03413 1.03629
4443.560 0.98556 0.99839 1.01530 1.01630 1.00738
4444.590 0.99544 1.00705 1.02299 1.02301 1.01106
4445.610 1.01094 1.02200 1.03774 1.03965 1.02078
4446.630 1.02757 1.03901 1.05557 1.06218 1.04548
4447.660 1.03925 1.05048 1.06713 1.07583 1.06655
4448.680 1.04557 1.05578 1.07160 1.07913 1.06402
4449.710 1.04444 1.05442 1.07009 1.07714 1.06597
4450.730 1.03618 1.04657 1.06267 1.06959 1.05772
4451.760 1.02180 1.03437 1.05263 1.06301 1.05428
4452.780 1.00284 1.02016 1.04318 1.06310 1.06387
4453.810 0.97905 1.00034 1.02724 1.05365 1.06384
4454.830 0.95346 0.97622 1.00435 1.03011 1.04962
4455.860 0.93378 0.95832 0.98810 1.01519 1.03711
4456.880 0.91891 0.94654 0.97941 1.01234 1.04157
4457.910 0.91161 0.94130 0.97632 1.01377 1.04725
4458.940 0.91093 0.94221 0.97901 1.02102 1.05855
4459.960 0.90809 0.93871 0.97490 1.01494 1.05414
4460.990 0.90885 0.93750 0.97177 1.00699 1.03800
4462.020 0.91832 0.94539 0.97829 1.01146 1.03700
4463.050 0.93203 0.95682 0.98769 1.01773 1.03557
4464.070 0.94831 0.96985 0.99772 1.02250 1.03456
4465.100 0.96699 0.98723 1.01419 1.03950 1.05160
4466.130 0.97634 0.99389 1.01831 1.03850 1.04400
4467.160 0.98237 0.99780 1.02024 1.03624 1.03027
4468.190 0.98661 0.99870 1.01783 1.02596 1.01660
4469.220 0.98980 0.99926 1.01583 1.01783 1.00473
4470.250 0.99490 1.00376 1.01993 1.02172 1.01317
4471.270 1.00885 1.01886 1.03657 1.04461 1.06035
4472.300 1.02579 1.03747 1.05735 1.07371 1.12168
4473.330 1.04533 1.05484 1.07291 1.08762 1.14088
4474.360 1.06113 1.06631 1.08025 1.08664 1.10701
4475.390 1.07500 1.07653 1.08701 1.08653 1.07230
4476.430 1.08339 1.08401 1.09379 1.09284 1.06487
4477.460 1.08510 1.08552 1.09525 1.09446 1.06203
4478.490 1.07535 1.07679 1.08754 1.08798 1.05482
4479.520 1.06184 1.06220 1.07171 1.06695 1.03233
4480.550 1.04217 1.04027 1.04720 1.03281 0.99205
4481.580 1.02483 1.02159 1.02694 1.00588 0.95866
4482.610 1.02239 1.01910 1.02450 1.00322 0.95569
4483.650 1.03423 1.03257 1.04000 1.02586 0.98195
4484.680 1.05172 1.05264 1.06317 1.05983 1.02207
4485.710 1.07085 1.07173 1.08269 1.08342 1.05075
4486.740 1.07843 1.07967 1.09126 1.09485 1.06332
4487.780 1.07437 1.07630 1.08865 1.09370 1.06658
4488.810 1.06240 1.06365 1.07521 1.07644 1.04309
4489.850 1.04746 1.04786 1.05838 1.05473 1.01756
4490.880 1.03784 1.03904 1.05036 1.04738 1.01518
4491.910 1.03343 1.03775 1.05239 1.05743 1.02975
4492.950 1.02858 1.03606 1.05404 1.06708 1.04560
4493.980 1.02437 1.03316 1.05257 1.06874 1.05046
4495.020 1.01943 1.02661 1.04437 1.05557 1.03710
4496.050 1.01959 1.02635 1.04378 1.05424 1.03553
4497.090 1.02588 1.03201 1.04903 1.05945 1.03837
4498.120 1.03841 1.04325 1.05923 1.06896 1.04482
4499.160 1.05673 1.06019 1.07518 1.08517 1.06009
4500.200 1.07196 1.07207 1.08392 1.08817 1.05531
4501.230 1.08510 1.08103 1.08887 1.08475 1.03965
4502.270 1.09714 1.08906 1.09302 1.08075 1.02287
4503.300 1.11540 1.10508 1.10713 1.09276 1.03060
4504.340 1.13357 1.12289 1.12500 1.11364 1.05100
4505.380 1.14549 1.13446 1.13653 1.12693 1.06371
4506.420 1.15170 1.13897 1.13947 1.12687 1.06295
4507.450 1.14894 1.13372 1.13169 1.11217 1.04198
4508.490 1.14242 1.12723 1.12523 1.10487 1.03115
4509.530 1.14107 1.12717 1.12662 1.10991 1.03850
4510.570 1.13719 1.12437 1.12500 1.11085 1.04430
4511.610 1.12606 1.11557 1.11858 1.10898 1.04799
4512.650 1.11613 1.10744 1.11228 1.10604 1.05504
4513.690 1.10520 1.09717 1.10262 1.09638 1.04548
4514.730 1.09171 1.08458 1.09086 1.08483 1.03346
4515.770 1.08448 1.07770 1.08433 1.07821 1.02901
4516.810 1.08319 1.07584 1.08198 1.07445 1.02220
4517.850 1.08644 1.07763 1.08241 1.07194 1.01564
4518.890 1.09039 1.08166 1.08670 1.07762 1.02225
4519.930 1.09543 1.08646 1.09145 1.08309 1.02750
4520.970 1.09918 1.08965 1.09424 1.08551 1.02789
4522.010 1.09763 1.08854 1.09369 1.08626 1.03251
4523.050 1.08581 1.07797 1.08433 1.07834 1.02681
4524.090 1.06721 1.06248 1.07189 1.07108 1.02400
4525.130 1.04678 1.04486 1.05698 1.06022 1.02480
4526.180 1.01962 1.02275 1.03981 1.05182 1.02480
4527.220 0.99266 0.99947 1.02002 1.03710 1.01702
4528.260 0.97431 0.98303 1.00537 1.02443 1.01310
4529.300 0.96151 0.97216 0.99642 1.01862 1.01061
4530.350 0.95703 0.96661 0.98978 1.00858 0.99660
4531.390 0.96134 0.97282 0.99817 1.02339 1.01834
4532.430 0.96713 0.97934 1.00567 1.03439 1.03325
4533.480 0.97335 0.98271 1.00628 1.02888 1.02033
4534.520 0.98058 0.98625 1.00620 1.02060 1.00063
4535.560 0.99338 0.99622 1.01352 1.02311 0.99159
4536.610 1.01087 1.01271 1.02938 1.04011 1.01213
4537.650 1.03763 1.03793 1.05355 1.06574 1.03323
4538.700 1.06017 1.05998 1.07559 1.09128 1.06033
4539.740 1.07331 1.06949 1.08164 1.09046 1.05218
4540.790 1.07577 1.06931 1.07885 1.08137 1.03191
4541.830 1.07584 1.06929 1.07885 1.08154 1.03518
4542.880 1.07414 1.06697 1.07595 1.07702 1.02854
4543.930 1.07163 1.06598 1.07663 1.08174 1.03727
4544.970 1.06566 1.06148 1.07367 1.08198 1.04107
4546.020 1.06142 1.05599 1.06690 1.07138 1.02633
4547.070 1.05312 1.04867 1.06057 1.06648 1.02792
4548.110 1.04587 1.04189 1.05428 1.06046 1.02524
4549.160 1.04152 1.03488 1.04451 1.04299 0.99754
4550.210 1.03450 1.02749 1.03671 1.03318 0.98554
4551.260 1.03653 1.02916 1.03816 1.03448 0.98721
4552.300 1.03837 1.03159 1.04134 1.04001 0.99504
4553.350 1.04287 1.03514 1.04408 1.04144 0.99073
4554.400 1.05204 1.03906 1.04276 1.02805 0.96488
4555.450 1.06119 1.04653 1.04875 1.03168 0.96382
4556.500 1.07669 1.06094 1.06237 1.04576 0.97568
4557.550 1.09792 1.07975 1.07912 1.06052 0.98818
4558.600 1.11397 1.09639 1.09676 1.08332 1.01387
4559.650 1.12795 1.10892 1.10810 1.09383 1.02121
4560.700 1.13788 1.11863 1.11786 1.10536 1.03285
4561.750 1.13614 1.11796 1.11839 1.10885 1.04074
4562.800 1.12880 1.10995 1.10964 1.09724 1.03064
4563.850 1.11675 1.09901 1.09976 1.08841 1.02586
4564.900 1.10429 1.08557 1.08519 1.06913 1.00184
4565.950 1.10211 1.08283 1.08194 1.06433 0.99219
4567.000 1.10910 1.08928 1.08804 1.07072 0.99757
4568.060 1.11436 1.09736 1.09926 1.09103 1.02783
4569.110 1.12146 1.10297 1.10352 1.09301 1.02257
4570.160 1.12595 1.10673 1.10669 1.09548 1.02628
