#    lam  spec.e spec.sa spec.sb spec.sd  spec.ir
#
4571.210 1.12147 1.10248 1.10271 1.09165 1.02492
4572.260 1.11713 1.09616 1.09433 1.07742 1.00448
4573.320 1.11901 1.09841 1.09710 1.08196 1.01188
4574.370 1.12392 1.10484 1.10530 1.09563 1.02734
4575.420 1.12530 1.10605 1.10647 1.09702 1.02708
4576.480 1.12321 1.10378 1.10405 1.09408 1.02559
4577.530 1.11514 1.09772 1.10006 1.09436 1.03288
4578.590 1.10192 1.08615 1.09008 1.08663 1.02570
4579.640 1.08624 1.07137 1.07607 1.07239 1.01618
4580.690 1.07336 1.05913 1.06436 1.06026 1.00507
4581.750 1.06403 1.04928 1.05390 1.04695 0.98926
4582.800 1.06159 1.04664 1.05111 1.04354 0.98603
4583.860 1.06184 1.04794 1.05362 1.04935 0.99587
4584.920 1.06524 1.04967 1.05374 1.04597 0.98860
4585.970 1.07110 1.05495 1.05860 1.05078 0.98962
4587.030 1.08119 1.06409 1.06703 1.05903 0.99634
4588.080 1.09170 1.07370 1.07596 1.06796 1.00439
4589.140 1.10222 1.08351 1.08530 1.07782 1.01258
4590.200 1.10622 1.08658 1.08754 1.07868 1.01154
4591.250 1.10312 1.08327 1.08405 1.07442 1.00931
4592.310 1.09552 1.07523 1.07551 1.06357 0.99683
4593.370 1.08533 1.06676 1.06875 1.05986 0.99677
4594.430 1.07643 1.06095 1.06612 1.06429 1.00985
4595.480 1.07397 1.05939 1.06554 1.06605 1.01735
4596.540 1.07261 1.05654 1.06119 1.05776 1.00481
4597.600 1.07173 1.05677 1.06264 1.06242 1.01339
4598.660 1.07553 1.06111 1.06771 1.07010 1.02127
4599.720 1.07682 1.06262 1.06956 1.07318 1.02622
4600.780 1.07885 1.06321 1.06875 1.06921 1.01774
4601.840 1.08020 1.06469 1.07047 1.07193 1.02230
4602.900 1.08319 1.06693 1.07208 1.07251 1.02298
4603.960 1.09046 1.07306 1.07722 1.07636 1.02415
4605.020 1.09425 1.07590 1.07920 1.07686 1.02463
4606.080 1.10619 1.08528 1.08620 1.07962 1.01969
4607.140 1.11960 1.09669 1.09582 1.08681 1.01876
4608.200 1.13586 1.11194 1.11036 1.10217 1.03595
4609.260 1.15166 1.12585 1.12266 1.11284 1.04595
4610.320 1.16139 1.13447 1.13036 1.11981 1.04793
4611.380 1.16398 1.13625 1.13142 1.11955 1.04848
4612.450 1.16055 1.13097 1.12423 1.10703 1.03195
4613.510 1.15845 1.12827 1.12093 1.10204 1.02367
4614.570 1.15531 1.12535 1.11826 1.09971 1.02050
4615.630 1.15900 1.12832 1.12062 1.10121 1.02059
4616.700 1.16158 1.13127 1.12409 1.10659 1.02929
4617.760 1.16330 1.13098 1.12179 1.09951 1.01917
4618.820 1.16349 1.13059 1.12088 1.09743 1.01463
4619.890 1.15899 1.12676 1.11775 1.09563 1.01445
4620.950 1.16061 1.12745 1.11757 1.09360 1.01258
4622.020 1.16317 1.13085 1.12197 1.10115 1.02343
4623.080 1.16328 1.13301 1.12634 1.11146 1.03710
4624.140 1.16158 1.13235 1.12682 1.11481 1.04834
4625.210 1.15999 1.12959 1.12287 1.10771 1.03663
4626.270 1.15680 1.12809 1.12315 1.11232 1.04592
4627.340 1.15734 1.12776 1.12200 1.10928 1.04022
4628.400 1.15651 1.12614 1.11961 1.10494 1.03262
4629.470 1.15262 1.12199 1.11517 1.09935 1.02684
4630.540 1.15223 1.12138 1.11440 1.09828 1.02378
4631.600 1.15033 1.12120 1.11606 1.10460 1.03592
4632.670 1.14719 1.11874 1.11431 1.10440 1.03914
4633.740 1.13760 1.11065 1.10771 1.10036 1.03870
4634.800 1.12629 1.09992 1.09745 1.08980 1.02962
4635.870 1.11788 1.09288 1.09176 1.08653 1.03247
4636.940 1.10774 1.08549 1.08714 1.08774 1.04216
4638.010 1.09655 1.07504 1.07734 1.07810 1.03511
4639.070 1.08794 1.06706 1.06993 1.07106 1.03171
4640.140 1.08382 1.06403 1.06803 1.07166 1.03321
4641.210 1.08194 1.06347 1.06889 1.07607 1.04032
4642.280 1.08355 1.06665 1.07381 1.08593 1.05831
4643.350 1.08514 1.06837 1.07575 1.08887 1.06137
4644.420 1.07689 1.06112 1.06946 1.08402 1.05805
4645.490 1.06100 1.04761 1.05824 1.07648 1.05655
4646.560 1.04578 1.03209 1.04218 1.05692 1.03269
4647.630 1.04019 1.02447 1.03241 1.04088 1.01092
4648.700 1.03908 1.02279 1.03017 1.03721 1.00895
4649.770 1.04931 1.03058 1.03563 1.03838 1.00533
4650.840 1.06299 1.04480 1.05072 1.05797 1.02593
4651.910 1.07690 1.05839 1.06426 1.07369 1.04173
4652.980 1.08589 1.06535 1.06931 1.07535 1.04076
4654.050 1.09040 1.06985 1.07393 1.08114 1.04858
4655.130 1.09122 1.06872 1.07083 1.07325 1.03354
4656.200 1.09381 1.06971 1.07025 1.06916 1.02353
4657.270 1.10326 1.07817 1.07787 1.07626 1.03648
4658.340 1.11601 1.09065 1.09036 1.09086 1.05374
4659.410 1.12940 1.10516 1.10632 1.11281 1.08297
4660.490 1.14013 1.11414 1.11369 1.11785 1.08621
4661.560 1.13662 1.11054 1.10999 1.11353 1.07993
4662.630 1.12166 1.09549 1.09465 1.09535 1.05749
4663.710 1.09862 1.07499 1.07646 1.07982 1.04212
4664.780 1.07204 1.05214 1.05709 1.06565 1.03571
4665.860 1.04829 1.03039 1.03708 1.04674 1.02293
4666.930 1.02637 1.01070 1.01939 1.03110 1.01462
4668.010 1.01130 0.99606 1.00500 1.01523 0.99858
4669.080 1.00960 0.99269 0.99989 1.00556 0.98364
4670.160 1.01999 1.00405 1.01248 1.02311 1.00608
4671.230 1.03905 1.02357 1.03285 1.04878 1.03275
4672.310 1.05844 1.04021 1.04699 1.05955 1.03660
4673.380 1.06994 1.05059 1.05644 1.06854 1.04496
4674.460 1.08161 1.05994 1.06360 1.07199 1.04445
4675.540 1.08932 1.06516 1.06639 1.06983 1.03688
4676.610 1.08826 1.06632 1.06990 1.07947 1.05546
4677.690 1.08638 1.06565 1.07051 1.08329 1.06207
4678.770 1.08055 1.05941 1.06378 1.07457 1.05067
4679.840 1.07132 1.05063 1.05535 1.06584 1.04283
4680.920 1.06814 1.04730 1.05184 1.06157 1.03818
4682.000 1.06779 1.04632 1.05025 1.05853 1.03585
4683.080 1.07199 1.05037 1.05423 1.06319 1.04339
4684.160 1.07884 1.05793 1.06269 1.07522 1.06168
4685.230 1.08559 1.06531 1.07088 1.08673 1.08000
4686.310 1.09233 1.07121 1.07606 1.09128 1.09161
4687.390 1.09296 1.07112 1.07526 1.08893 1.09489
4688.470 1.09115 1.06845 1.07171 1.08296 1.08305
4689.550 1.08831 1.06454 1.06665 1.07467 1.06234
4690.630 1.08715 1.06247 1.06365 1.06927 1.05087
4691.710 1.08356 1.05941 1.06110 1.06769 1.04725
4692.790 1.08649 1.06095 1.06127 1.06492 1.03710
4693.870 1.08623 1.06066 1.06098 1.06479 1.03756
4694.950 1.08934 1.06430 1.06525 1.07136 1.04679
4696.040 1.09199 1.06788 1.06988 1.07930 1.05438
4697.120 1.08740 1.06413 1.06695 1.07800 1.05745
4698.200 1.07788 1.05381 1.05567 1.06294 1.04055
4699.280 1.06634 1.04292 1.04528 1.05230 1.03036
4700.360 1.05466 1.03209 1.03517 1.04246 1.02264
4701.440 1.04489 1.02331 1.02728 1.03559 1.02184
4702.530 1.04038 1.01890 1.02292 1.03088 1.01863
4703.610 1.03763 1.01676 1.02140 1.03071 1.01561
4704.690 1.03926 1.01779 1.02186 1.03013 1.01391
4705.780 1.04182 1.01999 1.02374 1.03176 1.01474
4706.860 1.04801 1.02522 1.02809 1.03496 1.01319
4707.940 1.04927 1.02503 1.02643 1.02987 1.00724
4709.030 1.05230 1.02651 1.02636 1.02640 0.99567
4710.110 1.05855 1.03120 1.02955 1.02683 0.99664
4711.200 1.06724 1.03941 1.03742 1.03535 1.00973
4712.280 1.07575 1.04643 1.04306 1.03889 1.02066
4713.370 1.08042 1.05055 1.04670 1.04218 1.03213
4714.450 1.08273 1.05200 1.04732 1.04117 1.02310
4715.540 1.09078 1.05669 1.04863 1.03512 1.00352
4716.630 1.10412 1.06822 1.05852 1.04293 0.99777
4717.710 1.11626 1.07981 1.06975 1.05527 1.00874
4718.800 1.13628 1.09672 1.08377 1.06500 1.01132
4719.880 1.15109 1.10965 1.09499 1.07423 1.01340
4720.970 1.15766 1.11520 1.09961 1.07759 1.01725
4722.060 1.16032 1.11718 1.10094 1.07783 1.01587
4723.150 1.16089 1.11737 1.10075 1.07691 1.01262
4724.230 1.15521 1.11237 1.09639 1.07352 1.01304
4725.320 1.14652 1.10640 1.09312 1.07613 1.02183
4726.410 1.13303 1.09469 1.08304 1.06841 1.01420
4727.500 1.11128 1.07455 1.06423 1.04994 1.00597
4728.590 1.09005 1.05478 1.04565 1.03136 0.98951
4729.680 1.07500 1.04133 1.03363 1.02095 0.98327
4730.760 1.06673 1.03349 1.02609 1.01312 0.97485
4731.850 1.06761 1.03588 1.03007 1.02156 0.98623
4732.940 1.07427 1.04270 1.03719 1.03064 0.99930
4734.030 1.08345 1.05081 1.04434 1.03686 1.00229
4735.120 1.09121 1.05858 1.05226 1.04654 1.01352
4736.210 1.10047 1.06642 1.05880 1.05125 1.01527
4737.310 1.10908 1.07261 1.06259 1.05032 1.00843
4738.400 1.11614 1.07770 1.06576 1.04974 1.00547
4739.490 1.12644 1.08581 1.07175 1.05198 1.00688
4740.580 1.13503 1.09218 1.07595 1.05204 1.01018
4741.670 1.14077 1.09640 1.07868 1.05196 1.00920
4742.760 1.14495 1.10023 1.08222 1.05554 1.00720
4743.850 1.15061 1.10564 1.08745 1.06132 1.00723
4744.950 1.15737 1.11251 1.09455 1.07021 1.01514
4746.040 1.16075 1.11458 1.09532 1.06828 1.01189
4747.130 1.16533 1.11881 1.09925 1.07230 1.01176
4748.230 1.16874 1.12102 1.10027 1.07092 1.00620
4749.320 1.16859 1.12096 1.10030 1.07132 1.00593
4750.410 1.16508 1.11940 1.10072 1.07651 1.01878
4751.510 1.16063 1.11442 1.09510 1.06873 1.01153
4752.600 1.15324 1.10822 1.09001 1.06557 1.01250
4753.700 1.14299 1.09922 1.08215 1.05927 1.01149
4754.790 1.13235 1.08977 1.07374 1.05213 1.00567
4755.890 1.12874 1.08703 1.07186 1.05207 1.00774
4756.980 1.12789 1.08625 1.07113 1.05150 1.00918
4758.080 1.12760 1.08553 1.06994 1.04923 1.00728
4759.170 1.12886 1.08639 1.07041 1.04903 1.00367
4760.270 1.12540 1.08413 1.06932 1.05062 1.00964
4761.360 1.11924 1.07942 1.06603 1.05022 1.01432
4762.460 1.10723 1.06737 1.05372 1.03557 0.99978
4763.560 1.09060 1.05159 1.03853 1.01954 0.98258
4764.650 1.07925 1.04138 1.02931 1.01133 0.97548
4765.750 1.07356 1.03668 1.02552 1.00922 0.97591
4766.850 1.07196 1.03623 1.02624 1.01287 0.98389
4767.950 1.08042 1.04511 1.03571 1.02531 0.99773
4769.040 1.09322 1.05760 1.04807 1.03945 1.01384
4770.140 1.10753 1.07045 1.05963 1.04997 1.02469
4771.240 1.11833 1.07833 1.06462 1.04926 1.01662
4772.340 1.12549 1.08361 1.06804 1.04910 1.01037
4773.440 1.13446 1.09130 1.07453 1.05397 1.01258
4774.540 1.14467 1.10024 1.08232 1.06047 1.01483
4775.640 1.15245 1.10722 1.08857 1.06615 1.02017
4776.740 1.15854 1.11343 1.09499 1.07422 1.02684
4777.840 1.15893 1.11400 1.09574 1.07563 1.02921
4778.940 1.15794 1.11172 1.09207 1.06835 1.02037
4780.040 1.14960 1.10508 1.08706 1.06645 1.02237
4781.140 1.14315 1.09840 1.08002 1.05762 1.01508
4782.240 1.13485 1.09163 1.07468 1.05488 1.01386
4783.340 1.12114 1.08008 1.06513 1.04858 1.01333
4784.440 1.11477 1.07442 1.06009 1.04434 1.01119
4785.540 1.10978 1.07010 1.05636 1.04151 1.00963
4786.650 1.10838 1.06766 1.05279 1.03493 0.99779
4787.750 1.10745 1.06756 1.05351 1.03780 1.00643
4788.850 1.10898 1.06773 1.05226 1.03324 0.99909
4789.950 1.11591 1.07277 1.05543 1.03273 0.99430
4791.060 1.12308 1.07923 1.06125 1.03809 0.99757
4792.160 1.13743 1.09150 1.07156 1.04566 0.99737
4793.260 1.15209 1.10537 1.08484 1.05976 1.01483
4794.370 1.16746 1.11788 1.09460 1.06484 1.01057
4795.470 1.17884 1.12843 1.10444 1.07472 1.02230
4796.580 1.17901 1.13035 1.10818 1.08331 1.03353
4797.680 1.17545 1.12562 1.10213 1.07344 1.01736
4798.790 1.16703 1.11588 1.09085 1.05699 1.00136
4799.890 1.15896 1.10714 1.08124 1.04404 0.98716
4801.000 1.15723 1.10518 1.07898 1.04086 0.98419
4802.100 1.15816 1.10744 1.08264 1.04840 0.99259
4803.210 1.16311 1.11265 1.08815 1.05562 1.00342
4804.310 1.16136 1.11137 1.08731 1.05578 1.00628
4805.420 1.15563 1.10617 1.08254 1.05135 0.99904
4806.530 1.14781 1.09811 1.07407 1.04074 0.98803
4807.630 1.13896 1.09043 1.06742 1.03556 0.98545
4808.740 1.13639 1.08786 1.06479 1.03248 0.98284
4809.850 1.13764 1.08981 1.06746 1.03734 0.99261
4810.960 1.13787 1.09155 1.07075 1.04482 1.00579
4812.060 1.14545 1.09695 1.07396 1.04364 0.99947
4813.170 1.15286 1.10417 1.08108 1.05173 1.00512
4814.280 1.15825 1.10866 1.08470 1.05401 1.00582
4815.390 1.16364 1.11274 1.08746 1.05428 1.00046
4816.500 1.17054 1.11873 1.09259 1.05832 1.00345
4817.610 1.17929 1.12669 1.09983 1.06515 1.00992
4818.720 1.18435 1.13126 1.10396 1.06899 1.00942
4819.830 1.18564 1.13119 1.10244 1.06403 0.99784
4820.940 1.17873 1.12599 1.09889 1.06380 1.00668
4822.050 1.16832 1.11655 1.09024 1.05575 1.00435
4823.160 1.15569 1.10406 1.07765 1.04109 0.98902
4824.270 1.14585 1.09409 1.06735 1.02852 0.97383
4825.380 1.13785 1.08654 1.06010 1.02092 0.96516
4826.490 1.13766 1.08850 1.06425 1.03086 0.98175
4827.600 1.13921 1.09120 1.06814 1.03820 0.99161
4828.710 1.13689 1.08892 1.06582 1.03552 0.98954
4829.820 1.13459 1.08650 1.06321 1.03216 0.98617
4830.940 1.13072 1.08266 1.05931 1.02759 0.98173
4832.050 1.12690 1.07842 1.05452 1.02090 0.97440
4833.160 1.12697 1.07735 1.05221 1.01548 0.96514
4834.270 1.12916 1.08072 1.05681 1.02371 0.97607
4835.390 1.13198 1.08323 1.05901 1.02562 0.97789
4836.500 1.13264 1.08470 1.06130 1.03023 0.98294
4837.620 1.13275 1.08392 1.05955 1.02607 0.97617
4838.730 1.12728 1.07860 1.05425 1.02010 0.97523
4839.840 1.12015 1.07156 1.04714 1.01180 0.96284
4840.960 1.11302 1.06433 1.03965 1.00266 0.95543
4842.070 1.10813 1.06022 1.03622 1.00035 0.95416
4843.190 1.10986 1.06321 1.04053 1.00842 0.96470
4844.300 1.11578 1.06650 1.04112 1.00300 0.95414
4845.420 1.12273 1.07190 1.04498 1.00397 0.95018
4846.530 1.12577 1.07462 1.04737 1.00606 0.95219
4847.650 1.12596 1.07371 1.04528 1.00100 0.94255
4848.770 1.12150 1.06765 1.03742 0.98788 0.92511
4849.880 1.11882 1.06321 1.03104 0.97616 0.90794
4851.000 1.11353 1.05952 1.02890 0.97731 0.91249
4852.120 1.10624 1.05359 1.02422 0.97486 0.91658
4853.240 1.09523 1.04415 1.01619 0.96888 0.91462
4854.350 1.07940 1.02884 1.00112 0.95208 0.89741
4855.470 1.05857 1.00953 0.98298 0.93392 0.88329
4856.590 1.04120 0.99598 0.97309 0.93094 0.88714
4857.710 1.03190 0.99645 0.98359 0.96616 0.95366
4858.830 1.02570 1.01874 1.03552 1.09427 1.17975
4859.940 1.02385 1.09332 1.19000 1.45630 1.88414
4861.060 1.01569 1.21769 1.45291 2.07891 3.43627
4862.180 0.98923 1.29839 1.64532 2.55912 5.07815
4863.300 0.96449 1.24337 1.55816 2.38514 5.00599
4864.420 0.96832 1.10798 1.27709 1.72519 3.35951
4865.540 0.99139 1.01108 1.05494 1.18009 1.81663
4866.660 1.01127 0.98026 0.97135 0.96192 1.15120
4867.780 1.02310 0.97962 0.95779 0.91648 0.94840
4868.910 1.02901 0.98308 0.95875 0.91180 0.89328
4870.030 1.02930 0.98408 0.96043 0.91535 0.88130
4871.150 1.02325 0.97885 0.95592 0.91182 0.87350
4872.270 1.01962 0.97535 0.95245 0.90792 0.86710
4873.390 1.02546 0.98015 0.95621 0.90993 0.86163
4874.510 1.03704 0.99248 0.96946 0.92742 0.88420
4875.640 1.05549 1.00969 0.98566 0.94382 0.89788
4876.760 1.06997 1.02280 0.99752 0.95472 0.90374
4877.880 1.08670 1.03741 1.01016 0.96484 0.90902
4879.010 1.09902 1.05018 1.02356 0.98180 0.92849
4880.130 1.10695 1.05800 1.03135 0.99077 0.93647
4881.250 1.10890 1.06040 1.03421 0.99518 0.94797
4882.380 1.10325 1.05601 1.03098 0.99416 0.95061
4883.500 1.09528 1.04845 1.02368 0.98635 0.94256
4884.630 1.08638 1.04040 1.01632 0.97947 0.93455
4885.750 1.07697 1.03214 1.00905 0.97337 0.92649
4886.880 1.06318 1.02106 1.00051 0.96940 0.93257
4888.000 1.05810 1.01739 0.99817 0.96981 0.93482
4889.130 1.05572 1.01486 0.99541 0.96612 0.92985
4890.250 1.05270 1.01237 0.99336 0.96480 0.93042
4891.380 1.05709 1.01510 0.99439 0.96211 0.92351
4892.510 1.07131 1.02639 1.00280 0.96526 0.91912
4893.630 1.09884 1.05125 1.02530 0.98585 0.93024
4894.760 1.13200 1.08260 1.05527 1.01731 0.95965
4895.890 1.15878 1.10648 1.07652 1.03585 0.97375
4897.010 1.17636 1.12259 1.09135 1.05007 0.98675
4898.140 1.18165 1.12682 1.09449 1.05125 0.98401
4899.270 1.17831 1.12201 1.08805 1.04007 0.96360
4900.400 1.16910 1.11361 1.08029 1.03261 0.95980
4901.530 1.16121 1.10552 1.07179 1.02189 0.94542
4902.660 1.15605 1.10044 1.06667 1.01591 0.94016
4903.780 1.15281 1.09920 1.06740 1.02131 0.95044
4904.910 1.15109 1.09846 1.06763 1.02379 0.95538
4906.040 1.15192 1.10035 1.07058 1.02967 0.96636
4907.170 1.15361 1.10257 1.07334 1.03411 0.97561
4908.300 1.14662 1.09693 1.06894 1.03192 0.97315
4909.430 1.13475 1.08568 1.05807 1.02026 0.96231
4910.560 1.12523 1.07480 1.04556 1.00209 0.93794
4911.690 1.12034 1.07041 1.04155 0.99834 0.93254
4912.830 1.12406 1.07357 1.04413 1.00002 0.93367
4913.960 1.12776 1.07829 1.04994 1.00924 0.94628
4915.090 1.13241 1.08580 1.06048 1.02837 0.97156
4916.220 1.12807 1.08341 1.05999 1.03221 0.98351
4917.350 1.11376 1.07128 1.04986 1.02509 0.98336
4918.480 1.08593 1.04547 1.02562 1.00073 0.96004
4919.620 1.05871 1.01894 0.99930 0.97083 0.92827
4920.750 1.03937 0.99979 0.97996 0.94808 0.90902
4921.880 1.03574 0.99545 0.97477 0.94015 0.90150
4923.020 1.04756 1.00729 0.98680 0.95449 0.92383
4924.150 1.06501 1.02277 1.00046 0.96610 0.93259
4925.280 1.08816 1.04209 1.01611 0.97576 0.92405
4926.420 1.11119 1.06261 1.03435 0.99158 0.92682
4927.550 1.13467 1.08430 1.05450 1.01134 0.94353
4928.690 1.15476 1.10401 1.07411 1.03376 0.96538
4929.820 1.17064 1.11799 1.08632 1.04381 0.97016
4930.960 1.17593 1.12225 1.08955 1.04517 0.96792
4932.090 1.16963 1.11736 1.08597 1.04405 0.97085
4933.230 1.15768 1.10511 1.07317 1.02799 0.95510
4934.370 1.14323 1.09011 1.05729 1.00764 0.93103
4935.500 1.12730 1.07701 1.04683 1.00162 0.93066
4936.640 1.11744 1.06990 1.04237 1.00257 0.93575
4937.780 1.10553 1.05972 1.03375 0.99619 0.93206
4938.910 1.09724 1.05221 1.02686 0.98965 0.92703
4940.050 1.10151 1.05516 1.02846 0.98840 0.92181
4941.190 1.11494 1.06715 1.03911 0.99763 0.92761
4942.330 1.13544 1.08616 1.05687 1.01528 0.94759
4943.460 1.15663 1.10624 1.07609 1.03552 0.96240
4944.600 1.17285 1.11888 1.08522 1.03799 0.95764
4945.740 1.18353 1.12723 1.09127 1.03969 0.95517
4946.880 1.19126 1.13418 1.09749 1.04517 0.95471
4948.020 1.19484 1.13650 1.09850 1.04336 0.95328
4949.160 1.20242 1.14317 1.10430 1.04805 0.95529
4950.300 1.20670 1.14787 1.10945 1.05504 0.96515
4951.440 1.20415 1.14743 1.11113 1.06185 0.97989
4952.580 1.19916 1.14357 1.10832 1.06101 0.98556
4953.720 1.18804 1.13454 1.10125 1.05733 0.99306
4954.860 1.17311 1.12418 1.09536 1.06082 1.01913
4956.000 1.15784 1.11406 1.09032 1.06671 1.07140
4957.140 1.14975 1.11273 1.09590 1.08930 1.27418
4958.280 1.14833 1.11902 1.11028 1.12618 2.24905
4959.430 1.14508 1.12552 1.12711 1.17233 3.98318
4960.570 1.14395 1.12086 1.11883 1.15654 5.09034
4961.710 1.15017 1.12276 1.11614 1.14114 4.10177
4962.850 1.15706 1.11505 1.09304 1.07637 2.50017
4964.000 1.15652 1.10835 1.07972 1.04420 1.57251
4965.140 1.14513 1.09723 1.06859 1.03065 1.19167
4966.280 1.13030 1.08290 1.05446 1.01450 1.03034
4967.430 1.11762 1.07231 1.04579 1.00878 0.97163
4968.570 1.11446 1.06973 1.04372 1.00749 0.95091
4969.710 1.11754 1.07105 1.04320 1.00265 0.93265
4970.860 1.12358 1.07636 1.04779 1.00630 0.92979
4972.000 1.13147 1.08411 1.05550 1.01506 0.93950
4973.150 1.14059 1.09263 1.06350 1.02311 0.94775
4974.290 1.14830 1.10013 1.07088 1.03132 0.95278
4975.440 1.14866 1.10159 1.07345 1.03682 0.95966
4976.580 1.14032 1.09548 1.06948 1.03714 0.96581
4977.730 1.12635 1.08290 1.05805 1.02658 0.95713
4978.880 1.10893 1.06774 1.04492 1.01607 0.95320
4980.020 1.08302 1.04469 1.02438 0.99811 0.94347
4981.170 1.06178 1.02588 1.00770 0.98370 0.93161
4982.320 1.04275 1.00887 0.99244 0.97008 0.92005
4983.460 1.02916 0.99556 0.97915 0.95475 0.90358
4984.610 1.02868 0.99454 0.97749 0.95139 0.90138
4985.760 1.03924 1.00652 0.99111 0.97086 0.93023
4986.910 1.05769 1.02523 1.01036 0.99432 0.96017
4988.060 1.07778 1.04378 1.02760 1.01121 0.97638
4989.210 1.09294 1.05599 1.03694 1.01540 0.96970
4990.350 1.10260 1.06302 1.04135 1.01442 0.95583
4991.500 1.10537 1.06324 1.03891 1.00548 0.93693
4992.650 1.10850 1.06543 1.04011 1.00461 0.93342
4993.800 1.11249 1.06877 1.04281 1.00621 0.93371
4994.950 1.11332 1.06997 1.04436 1.00883 0.93863
4996.100 1.11217 1.07071 1.04702 1.01626 0.94999
4997.250 1.11243 1.07154 1.04839 1.01911 0.95887
4998.400 1.10655 1.06788 1.04693 1.02244 0.96934
4999.550 1.09768 1.05927 1.03839 1.01275 0.96846
5000.710 1.09020 1.05288 1.03298 1.00874 0.98268
5001.860 1.09074 1.05540 1.03754 1.01872 1.01508
5003.010 1.10301 1.07151 1.05784 1.05186 1.10650
5004.160 1.12897 1.10889 1.10759 1.13783 1.32011
5005.310 1.16904 1.16990 1.19126 1.28784 2.30313
5006.470 1.19095 1.20142 1.23367 1.36921 6.42825
5007.620 1.18464 1.23279 1.30484 1.55035 10.85955
5008.770 1.12384 1.15738 1.21337 1.41217 13.02269
5009.930 1.11046 1.12967 1.16991 1.31863 8.98480
5011.080 1.11229 1.08571 1.07752 1.09341 4.62541
5012.230 1.09367 1.05266 1.02876 0.99711 2.36839
5013.390 1.05798 1.02172 1.00202 0.97429 1.48463
5014.540 1.03134 1.00036 0.98564 0.96614 1.14169
5015.700 1.01704 0.99058 0.98029 0.96988 1.02631
5016.850 1.01344 0.98929 0.98131 0.97630 1.00842
5018.010 1.01847 0.99205 0.98176 0.97145 0.97555
5019.160 1.01997 0.99127 0.97858 0.96221 0.93828
5020.320 1.02470 0.99321 0.97763 0.95444 0.90746
5021.480 1.03331 1.00087 0.98442 0.96025 0.90393
5022.630 1.03952 1.00693 0.99040 0.96695 0.91033
5023.790 1.04591 1.01390 0.99805 0.97731 0.91712
5024.950 1.05299 1.02004 1.00329 0.98128 0.91298
5026.100 1.06007 1.02573 1.00761 0.98311 0.91279
5027.260 1.06494 1.02985 1.01100 0.98534 0.91583
5028.420 1.07230 1.03533 1.01460 0.98518 0.90851
5029.580 1.07996 1.04146 1.01922 0.98704 0.90387
5030.730 1.09223 1.05251 1.02917 0.99600 0.90968
5031.890 1.10303 1.06295 1.03939 1.00726 0.91839
5033.050 1.10958 1.06982 1.04667 1.01662 0.92888
5034.210 1.10803 1.06938 1.04735 1.01992 0.93665
5035.370 1.09541 1.05878 1.03861 1.01410 0.93375
5036.530 1.07780 1.04209 1.02255 0.99698 0.91738
5037.690 1.05706 1.02251 1.00379 0.97721 0.90222
5038.850 1.03772 1.00656 0.99102 0.96975 0.90010
5040.010 1.01785 0.98817 0.97381 0.95258 0.88696
5041.170 1.00955 0.97916 0.96388 0.93900 0.87199
5042.330 1.01329 0.98259 0.96703 0.94198 0.87544
5043.490 1.03055 0.99891 0.98264 0.95835 0.89159
5044.650 1.05830 1.02437 1.00615 0.98101 0.90543
5045.820 1.08203 1.04779 1.02962 1.00821 0.92862
5046.980 1.09445 1.06007 1.04195 1.02255 0.94522
5048.140 1.09363 1.05704 1.03655 1.01089 0.92832
5049.300 1.08633 1.04844 1.02643 0.99572 0.90663
5050.460 1.07767 1.03891 1.01582 0.98097 0.88972
5051.630 1.07252 1.03356 1.01016 0.97370 0.87859
5052.790 1.07731 1.03840 1.01511 0.97967 0.88693
5053.950 1.08907 1.04900 1.02466 0.98831 0.89232
5055.120 1.10366 1.06288 1.03802 1.00253 0.90296
5056.280 1.11952 1.07747 1.05152 1.01561 0.91181
5057.450 1.12956 1.08583 1.05829 1.01975 0.91342
5058.610 1.13688 1.09348 1.06638 1.03011 0.92720
5059.780 1.14483 1.10018 1.07189 1.03374 0.92470
5060.940 1.14692 1.10137 1.07215 1.03189 0.91990
5062.110 1.14039 1.09670 1.06927 1.03270 0.92505
5063.270 1.13082 1.08946 1.06430 1.03213 0.92945
5064.440 1.11516 1.07402 1.04880 1.01410 0.91042
5065.610 1.09494 1.05559 1.03187 0.99799 0.89392
5066.770 1.08066 1.04248 1.01972 0.98617 0.88676
5067.940 1.07665 1.03976 1.01825 0.98736 0.88971
5069.110 1.07288 1.03780 1.01810 0.99134 0.89725
5070.270 1.07497 1.04044 1.02134 0.99644 0.90435
5071.440 1.07906 1.04378 1.02395 0.99778 0.90354
5072.610 1.07991 1.04333 1.02212 0.99252 0.89808
5073.780 1.07828 1.04208 1.02123 0.99231 0.89520
5074.950 1.07692 1.04081 1.02001 0.99101 0.89201
5076.110 1.07566 1.04083 1.02133 0.99551 0.89995
5077.280 1.06670 1.03398 1.01651 0.99463 0.90463
5078.450 1.05390 1.02339 1.00800 0.98960 0.90663
5079.620 1.03810 1.00820 0.99315 0.97325 0.89201
5080.790 1.02370 0.99337 0.97760 0.95364 0.87054
5081.960 1.01793 0.98852 0.97360 0.95100 0.87354
5083.130 1.02226 0.99337 0.97906 0.95869 0.88201
5084.300 1.03423 1.00472 0.98994 0.97019 0.89204
5085.470 1.04716 1.01692 1.00158 0.98238 0.90516
5086.640 1.06408 1.03163 1.01425 0.99233 0.90500
